game_id,Team,Opponent,Result,HomeTeamAdvantage,PrevWeekBYE,RunningAvgScore,Wins,Losses,Home_Win_Rate,Away_Win_Rate,OSRS,DSRS,SRS,Off_Score,Def_Score,Off_Pass,Def_Pass,Off_Rush,Def_Rush,Off_Total,Def_Total
2357,73,38,0,0,0,32.0,5,5,0.5,0.5,6.43,-2.73,3.71,48.07,12.31,9.46,5.52,6.73,4.02,7.86,4.72
2358,39,216,1,1,0,30.1,7,3,0.8,0.6,-1.33,2.13,0.8,40.22,11.09,9.75,5.74,5.54,3.58,7.43,4.68
2359,216,39,0,0,0,34.9,6,4,0.8,0.4,8.0,-8.35,-0.35,47.45,21.66,9.09,6.58,5.55,3.12,7.13,4.7
2362,42,184,1,1,0,25.9,4,6,0.6,0.2,-1.47,-5.88,-7.35,36.94,17.18,8.62,6.04,4.07,3.49,6.69,4.69
2363,184,42,0,0,0,20.0,3,7,0.3333333333333333,0.25,-5.83,-2.78,-8.61,33.73,14.89,7.95,5.87,5.14,4.06,6.26,5.08
2374,51,146,0,0,0,27.6,6,4,0.8333333333333334,0.25,2.92,6.1,9.02,44.78,3.32,8.53,4.76,6.42,2.82,7.3,3.8
2375,146,51,1,1,0,39.9,8,2,0.8571428571428571,0.6666666666666666,7.55,-1.54,6.01,50.75,11.68,10.31,5.69,6.27,2.94,8.13,4.28
2378,53,61,1,0,0,18.1,2,8,0.2,0.2,-9.5,0.24,-9.26,31.73,9.93,6.51,6.4,4.69,2.47,5.54,4.31
2379,61,53,0,1,0,25.6,4,6,0.4,0.4,-5.1,-1.91,-7.01,35.97,14.11,7.54,6.24,4.87,2.95,6.21,4.52
2388,62,99,0,0,0,29.5,5,5,0.8,0.2,4.21,-0.91,3.31,46.49,8.98,10.04,6.14,5.66,3.49,7.67,4.73
2389,99,62,1,1,0,45.9,7,3,1.0,0.4,16.27,-1.6,14.66,64.79,11.31,12.71,5.91,7.53,3.26,10.0,4.74
2390,63,122,0,0,1,19.3,4,6,0.4,0.4,-8.31,-6.99,-15.3,29.98,20.93,8.52,6.27,3.31,3.94,5.89,4.97
2391,122,63,1,1,0,23.7,3,7,0.6,0.0,-3.45,-2.15,-5.6,36.75,15.97,8.91,5.18,4.59,3.37,6.81,4.33
2392,64,119,1,1,0,38.3,10,0,1.0,1.0,6.24,10.28,16.51,51.34,1.83,9.82,4.09,5.88,2.66,7.71,3.38
2393,119,64,0,0,0,30.9,6,4,0.8333333333333334,0.25,4.64,3.33,7.97,48.16,6.75,9.52,5.48,6.36,2.07,7.87,3.82
2396,66,186,0,0,0,32.4,8,2,1.0,0.6,0.29,-0.83,-0.54,40.4,12.64,8.12,5.43,4.36,3.24,6.47,4.33
2397,186,66,1,1,1,33.9,5,5,0.6,0.4,0.11,1.07,1.18,43.3,10.43,8.82,4.59,6.41,3.35,7.49,3.98
2402,70,162,1,1,0,40.6,10,0,1.0,1.0,8.61,11.39,20.0,57.42,-2.04,11.31,3.61,6.6,2.4,8.78,3.11
2403,162,70,0,0,0,36.6,8,2,1.0,0.5,8.19,5.3,13.49,53.0,4.32,11.4,5.23,5.66,2.59,8.06,3.88
2404,71,111,0,0,0,32.7,6,4,1.0,0.2,0.99,-6.71,-5.71,41.84,19.44,8.14,6.61,5.21,3.58,6.87,5.05
2405,111,71,1,1,0,24.4,5,5,0.8,0.2,-2.58,-3.32,-5.91,36.4,15.34,8.27,5.49,5.07,3.2,6.52,4.34
2418,84,87,1,1,0,23.8,5,5,0.5,0.5,3.82,-4.24,-0.42,43.24,13.9,9.62,5.47,5.47,2.62,7.53,4.03
2419,87,84,0,0,0,21.4,3,7,0.6,0.0,0.3,-2.78,-2.49,41.12,13.77,8.98,6.22,5.01,3.05,6.79,4.46
2426,89,177,1,1,0,18.8,8,2,0.8333333333333334,0.75,-7.03,13.29,6.26,33.32,-2.0,6.71,3.49,4.88,1.76,5.6,2.69
2427,177,89,0,0,0,24.1,6,4,0.8333333333333334,0.25,0.5,4.43,4.93,42.68,5.43,8.1,4.62,5.9,2.94,6.72,3.7
2428,93,229,1,1,0,34.3,10,0,1.0,1.0,3.99,4.54,8.53,45.94,7.12,10.0,5.51,5.01,1.51,7.37,3.83
2429,229,93,0,0,0,16.7,1,9,0.0,0.2,-9.56,-0.36,-9.92,30.53,15.77,7.25,6.81,5.12,3.09,6.06,4.9
2430,94,217,0,1,0,32.7,7,3,0.8333333333333334,0.5,8.71,0.34,9.06,50.83,9.25,11.65,5.64,6.38,3.21,8.37,4.32
2431,217,94,1,0,0,29.1,5,5,0.6,0.4,2.9,4.04,6.94,44.39,7.11,7.98,4.69,5.61,2.9,6.71,3.8
2434,103,161,1,1,0,39.0,10,0,1.0,1.0,9.23,-0.05,9.18,49.89,13.51,11.02,5.73,6.75,3.28,8.2,4.65
2435,161,103,0,0,0,23.0,4,6,0.6,0.2,-2.68,-1.69,-4.37,34.88,12.94,8.26,5.64,5.14,2.3,6.42,3.9
2438,107,182,0,1,0,26.727272727272727,3,8,0.3333333333333333,0.2,-1.83,-9.46,-11.28,37.45,22.19,8.91,5.59,4.58,4.76,6.79,5.04
2439,182,107,1,0,0,19.4,2,8,0.25,0.1666666666666666,-7.14,-3.02,-10.17,31.05,15.17,7.42,5.93,3.55,3.7,5.58,4.84
2440,112,136,1,0,0,28.9,6,4,0.6666666666666666,0.5,7.03,2.71,9.74,48.52,7.87,9.64,5.01,5.19,2.37,7.6,3.69
2441,136,112,0,1,0,18.9,5,5,0.6666666666666666,0.25,-5.93,7.99,2.06,34.82,3.24,8.22,4.68,5.78,2.02,6.68,3.41
2444,120,158,0,0,0,16.7,3,7,0.5,0.0,-4.57,3.02,-1.54,36.16,12.08,8.55,6.25,4.47,2.91,6.45,4.46
2445,158,120,1,1,0,33.3,10,0,1.0,1.0,4.02,16.23,20.26,49.0,-6.57,10.77,3.31,5.64,2.16,8.07,2.71
2446,121,165,1,0,0,39.0,10,0,1.0,1.0,8.53,16.48,25.01,55.91,-6.16,11.0,4.11,6.15,1.83,8.03,2.98
2447,165,121,0,1,0,37.7,8,2,0.8333333333333334,0.75,5.2,13.03,18.23,54.24,-2.47,8.73,4.74,6.1,1.23,7.25,2.81
2448,123,172,0,0,0,22.5,5,5,0.6666666666666666,0.25,-0.43,0.43,-0.01,39.63,12.09,8.01,5.84,5.67,3.54,6.56,4.73
2449,172,123,1,1,0,23.7,3,7,0.3333333333333333,0.25,3.7,-4.08,-0.38,44.48,15.31,8.84,6.32,6.04,2.75,7.26,4.48
2450,124,212,0,0,0,21.4,4,6,0.5,0.25,-4.26,3.48,-0.78,37.88,7.6,7.82,4.89,5.71,2.65,6.63,3.64
2451,212,124,1,1,0,34.2,6,4,0.8333333333333334,0.25,4.48,4.49,8.98,49.74,4.43,9.85,5.35,5.2,1.87,7.4,3.57
2454,127,211,1,1,0,32.8,8,2,0.8333333333333334,0.75,8.13,8.23,16.36,49.69,0.45,11.0,4.44,5.7,2.43,7.92,3.39
2455,211,127,0,0,0,32.0,7,3,1.0,0.4,3.89,6.81,10.69,49.81,3.79,9.77,4.97,6.93,2.18,8.15,3.55
2462,134,246,1,0,0,24.8,7,3,0.6666666666666666,0.75,1.77,5.65,7.41,43.25,3.77,8.65,4.94,5.62,2.56,6.89,3.92
2463,246,134,0,1,0,20.5,4,6,0.5,0.25,-2.48,-0.84,-3.32,37.51,11.05,9.55,6.34,4.69,2.83,6.65,4.47
2464,135,224,1,1,0,19.666666666666668,4,5,0.6,0.25,-9.97,4.15,-5.82,29.27,9.08,7.53,6.31,5.12,2.61,5.82,4.47
2465,224,135,0,0,0,28.3,3,7,0.6,0.0,1.65,-11.4,-9.75,41.2,23.08,9.17,6.05,5.53,4.15,7.32,5.01
2466,137,236,0,0,0,18.2,2,8,0.2,0.2,-12.92,-2.88,-15.8,26.54,18.47,7.24,7.14,4.03,4.39,5.43,5.57
2467,236,137,1,1,0,35.5,5,5,0.6,0.4,6.02,-11.99,-5.97,46.24,24.56,8.88,5.5,5.89,4.14,7.19,4.89
2468,140,253,1,0,0,28.727272727272727,8,3,0.8,0.6666666666666666,-1.87,0.64,-1.23,37.0,11.7,9.45,6.44,6.2,3.77,7.6,5.09
2469,253,140,0,1,0,28.9,5,5,0.6,0.4,3.86,-3.77,0.09,43.11,17.79,8.72,5.35,4.74,4.16,7.0,4.73
2478,155,256,1,0,0,20.5,5,5,0.8,0.2,0.65,1.88,2.53,40.86,8.99,8.9,5.54,4.4,2.81,6.41,4.02
2479,256,155,0,1,0,22.2,5,5,0.5,0.5,-0.34,6.16,5.82,40.64,4.15,8.1,4.95,5.96,2.68,6.96,3.75
2480,159,250,1,1,0,41.8,8,2,1.0,0.6,11.51,4.35,15.86,59.1,4.69,10.93,4.65,5.68,2.42,8.07,3.64
2481,250,159,0,0,0,30.3,6,4,0.8,0.4,5.49,1.54,7.03,47.41,8.75,9.59,5.76,6.46,3.02,7.64,4.34
2482,160,227,0,0,0,27.9,7,3,0.8333333333333334,0.5,5.85,0.6,6.45,47.03,10.23,8.55,6.64,6.09,3.18,7.35,4.85
2483,227,160,1,1,0,34.0,5,5,0.6,0.4,1.57,0.77,2.34,45.52,8.54,10.5,5.21,6.47,3.51,8.1,4.29
2484,163,232,1,1,0,46.3,9,1,1.0,0.75,8.1,11.85,19.94,59.15,-1.82,11.35,4.08,7.03,2.6,9.29,3.32
2485,232,163,0,0,0,43.81818181818182,7,4,0.6666666666666666,0.6,16.66,-7.07,9.59,61.0,16.01,11.66,5.62,6.29,3.48,9.18,4.35
2486,164,200,1,1,0,37.9,8,2,1.0,0.6,5.14,4.28,9.42,49.48,4.52,10.51,5.12,6.16,2.38,8.13,3.67
2487,200,164,0,0,0,20.9,3,7,0.0,0.6,-3.02,-1.74,-4.76,37.51,16.35,8.66,5.9,4.76,3.47,6.71,4.5
2488,167,205,0,0,0,19.9,2,8,0.4,0.0,-4.47,1.19,-3.28,37.34,10.2,9.05,6.12,4.65,2.02,6.77,3.76
2489,205,167,1,0,0,24.9,5,5,0.6,0.4,-7.34,4.4,-2.93,37.1,10.2,8.5,5.55,5.29,2.55,6.47,4.08
2494,174,235,0,0,0,31.1,4,6,0.5,0.25,1.1,-5.04,-3.94,42.55,15.71,8.7,6.24,4.98,3.26,6.88,4.62
2495,235,174,1,1,0,31.5,7,3,0.8,0.6,2.68,0.74,3.42,43.31,11.09,8.38,5.48,5.33,2.7,6.74,4.09
2500,188,241,1,1,0,28.8,4,6,0.8,0.0,1.36,0.98,2.33,44.03,7.75,10.17,5.42,4.29,2.44,7.3,3.85
2501,241,188,0,0,0,22.727272727272727,2,9,0.3333333333333333,0.0,-1.83,-7.38,-9.2,40.36,18.31,8.55,5.61,4.64,3.91,6.65,4.85
2504,192,208,1,1,0,30.1,5,5,0.6,0.4,2.65,-7.57,-4.92,43.66,20.79,8.98,7.01,5.06,3.25,6.74,5.16
2505,208,192,0,0,0,20.8,3,7,0.5,0.0,-7.69,-6.71,-14.4,31.95,22.03,7.69,7.73,4.37,3.65,6.31,5.25
2514,206,214,0,1,0,28.9,4,6,0.5,0.25,5.78,0.62,6.4,48.32,8.9,9.27,5.78,5.79,2.98,7.6,4.23
2515,214,206,1,0,0,33.8,9,1,1.0,0.8,9.43,10.89,20.32,54.23,-1.29,10.51,4.94,6.21,1.64,8.18,3.57
2520,221,230,1,0,0,29.0,8,2,0.8,0.8,1.77,8.52,10.29,41.5,3.07,9.38,5.16,5.42,1.91,7.27,3.57
2521,230,221,0,1,0,18.4,2,8,0.3333333333333333,0.0,-8.99,-4.31,-13.3,29.76,20.02,7.24,6.66,5.36,3.04,6.19,4.75
2522,222,223,1,1,0,28.2,9,1,0.8333333333333334,1.0,-1.07,5.06,3.99,37.79,5.46,9.27,5.41,5.06,2.46,6.8,4.0
2523,223,222,0,0,0,22.4,3,7,0.4,0.2,-4.15,-4.08,-8.23,36.65,20.57,8.69,7.48,5.09,3.8,6.52,5.5
2524,238,247,0,0,0,25.3,7,3,0.8333333333333334,0.5,-3.28,10.25,6.97,39.81,-0.15,8.43,4.62,5.47,1.97,6.62,3.36
2525,247,238,1,1,0,41.0,10,0,1.0,1.0,13.35,4.54,17.89,55.44,3.83,11.0,4.14,5.85,3.24,8.75,3.76
2528,3,57,0,0,0,16.454545454545453,2,9,0.5,0.0,-11.93,-6.71,-18.64,26.25,20.54,6.37,6.18,3.64,3.38,5.14,4.65
2529,57,3,1,1,0,20.0,5,6,0.8333333333333334,0.0,-9.71,-4.44,-14.16,27.94,18.69,6.31,6.73,4.16,3.97,5.11,5.26
2530,22,219,0,1,0,25.63636363636364,6,5,0.6,0.5,-0.73,-1.32,-2.04,38.38,13.53,8.12,5.89,5.1,3.1,6.4,4.44
2531,219,22,1,0,0,35.54545454545455,10,1,1.0,0.8,1.91,0.29,2.2,43.03,11.83,9.34,5.61,6.12,3.05,7.41,4.29
2532,152,254,1,1,0,24.181818181818183,5,6,0.5,0.4,-4.52,-2.46,-6.97,34.19,14.18,7.51,5.83,5.8,3.51,6.5,4.64
2533,254,152,0,0,0,24.90909090909091,4,7,0.75,0.1428571428571428,-1.19,-10.27,-11.46,37.84,24.21,7.9,7.39,5.06,3.75,6.27,5.59
2534,26,118,0,0,0,21.818181818181817,3,8,0.2,0.3333333333333333,-6.61,-5.71,-12.32,31.8,18.66,6.64,6.04,4.63,4.19,5.56,5.12
2535,118,26,1,1,0,28.181818181818183,9,2,0.8,0.8333333333333334,-4.53,6.28,1.75,35.31,6.37,8.94,5.8,5.18,2.74,6.53,4.2
2536,33,157,0,0,0,23.727272727272727,5,6,1.0,0.1428571428571428,-2.6,-10.58,-13.18,35.01,22.25,8.06,7.73,5.22,3.87,6.36,5.72
2537,157,33,1,1,0,22.727272727272727,8,3,0.8333333333333334,0.6,-5.28,4.62,-0.66,33.64,8.18,7.8,5.86,4.59,2.64,5.96,4.3
2540,21,167,0,0,0,25.454545454545453,6,5,0.5,0.6,2.02,-4.57,-2.55,40.77,14.23,8.31,6.14,6.01,4.03,6.9,5.04
2541,167,21,1,1,0,20.272727272727277,3,8,0.5,0.0,-4.47,1.19,-3.28,37.34,10.2,9.05,6.12,4.65,2.02,6.77,3.76
2544,41,248,0,0,0,29.181818181818183,4,7,0.3333333333333333,0.4,6.37,-5.4,0.98,47.22,16.38,9.62,5.79,3.82,3.43,7.05,4.41
2545,248,41,1,1,0,32.63636363636363,5,6,0.6666666666666666,0.2,4.87,-0.64,4.23,48.48,10.9,9.94,5.24,4.28,3.16,7.56,3.99
2546,192,235,0,0,0,29.272727272727277,5,6,0.6,0.3333333333333333,2.65,-7.57,-4.92,43.66,20.79,8.98,7.01,5.06,3.25,6.74,5.16
2547,235,192,1,1,0,33.09090909090909,8,3,0.8333333333333334,0.6,2.68,0.74,3.42,43.31,11.09,8.38,5.48,5.33,2.7,6.74,4.09
2550,2,231,0,1,0,28.363636363636363,8,3,0.8,0.6666666666666666,-1.51,4.75,3.25,39.95,7.21,11.89,5.71,5.97,2.27,6.77,3.97
2551,231,2,1,0,0,35.90909090909091,9,2,1.0,0.6666666666666666,7.07,-4.68,2.39,47.47,16.24,9.74,7.13,5.31,3.38,7.2,5.11
2558,8,93,1,0,0,34.0,7,4,0.8,0.5,7.47,-4.33,3.14,46.31,16.0,9.36,5.48,5.79,3.97,7.37,4.72
2559,93,8,0,1,0,33.27272727272727,10,1,0.8333333333333334,1.0,3.99,4.54,8.53,45.94,7.12,10.0,5.51,5.01,1.51,7.37,3.83
2560,9,163,0,1,0,17.272727272727273,3,8,0.2857142857142857,0.25,-6.01,2.03,-3.98,34.9,11.55,7.73,5.35,4.9,3.06,6.35,4.08
2561,163,9,1,0,0,46.54545454545455,10,1,1.0,0.8,8.1,11.85,19.94,59.15,-1.82,11.35,4.08,7.03,2.6,9.29,3.32
2562,10,238,1,1,0,32.09090909090909,8,3,0.8333333333333334,0.6,8.33,5.48,13.8,50.88,4.0,10.69,5.15,5.75,2.69,8.35,3.85
2563,238,10,0,0,0,24.63636363636364,7,4,0.8333333333333334,0.4,-3.28,10.25,6.97,39.81,-0.15,8.43,4.62,5.47,1.97,6.62,3.36
2564,11,63,1,1,0,27.727272727272727,4,7,0.5,0.2,0.81,-0.61,0.2,42.87,11.32,8.66,5.45,4.68,3.22,6.3,4.21
2565,63,11,0,0,0,19.363636363636363,4,7,0.4,0.3333333333333333,-8.31,-6.99,-15.3,29.98,20.93,8.52,6.27,3.31,3.94,5.89,4.97
2566,12,216,1,1,0,28.363636363636363,6,5,0.6666666666666666,0.4,-2.87,0.13,-2.74,37.7,16.58,9.0,6.45,5.21,3.56,6.87,4.92
2567,216,12,0,0,0,34.54545454545455,6,5,0.8,0.3333333333333333,8.0,-8.35,-0.35,47.45,21.66,9.09,6.58,5.55,3.12,7.13,4.7
2570,14,140,0,1,0,27.545454545454547,6,5,0.5,0.6,-1.93,5.94,4.01,42.06,3.55,8.46,5.0,6.02,3.03,6.93,3.91
2571,140,14,1,0,0,28.916666666666668,9,3,0.8,0.7142857142857143,-1.87,0.64,-1.23,37.0,11.7,9.45,6.44,6.2,3.77,7.6,5.09
2574,16,159,0,1,0,22.09090909090909,5,6,0.6666666666666666,0.2,-1.28,0.36,-0.92,39.87,11.99,7.88,5.19,4.62,3.6,6.22,4.42
2575,159,16,1,0,0,40.81818181818182,9,2,1.0,0.6666666666666666,11.51,4.35,15.86,59.1,4.69,10.93,4.65,5.68,2.42,8.07,3.64
2576,17,97,1,1,0,18.545454545454547,4,7,0.6,0.1666666666666666,-11.49,0.75,-10.74,29.01,13.5,6.4,5.84,5.25,2.59,5.65,4.25
2577,97,17,0,0,0,13.545454545454543,1,10,0.25,0.0,-12.52,-9.82,-22.33,27.03,26.99,7.83,7.77,3.78,4.01,5.42,5.61
2578,18,206,0,0,0,22.363636363636363,3,8,0.1428571428571428,0.5,0.09,-4.95,-4.86,40.18,15.67,8.87,6.9,4.54,3.58,6.68,5.04
2579,206,18,1,1,0,30.09090909090909,5,6,0.5714285714285714,0.25,5.78,0.62,6.4,48.32,8.9,9.27,5.78,5.79,2.98,7.6,4.23
2582,20,236,1,0,0,32.45454545454545,6,5,0.8,0.3333333333333333,4.22,0.58,4.8,45.22,10.57,9.93,6.11,6.24,2.97,7.69,4.65
2583,236,20,0,1,0,33.18181818181818,5,6,0.5,0.4,6.02,-11.99,-5.97,46.24,24.56,8.88,5.5,5.89,4.14,7.19,4.89
2594,29,200,1,0,0,31.454545454545453,5,6,0.5,0.4,5.93,-4.07,1.86,47.33,14.53,8.6,5.52,5.69,2.48,7.05,3.96
2595,200,29,0,1,0,20.363636363636363,3,8,0.0,0.6,-3.02,-1.74,-4.76,37.51,16.35,8.66,5.9,4.76,3.47,6.71,4.5
2602,35,174,0,1,0,17.818181818181817,3,8,0.1666666666666666,0.4,-9.37,-3.54,-12.91,29.98,15.13,7.11,6.3,4.87,3.65,5.73,4.83
2603,174,35,1,0,0,30.818181818181817,5,6,0.5,0.4,1.1,-5.04,-3.94,42.55,15.71,8.7,6.24,4.98,3.26,6.88,4.62
2604,37,250,0,0,0,24.818181818181817,3,8,0.1666666666666666,0.4,-3.16,-2.85,-6.01,39.96,13.99,8.41,6.25,6.2,4.22,7.1,5.19
2605,250,37,1,1,0,31.363636363636363,7,4,0.8333333333333334,0.4,5.49,1.54,7.03,47.41,8.75,9.59,5.76,6.46,3.02,7.64,4.34
2606,38,146,1,1,0,30.363636363636363,7,4,0.8571428571428571,0.25,4.19,5.62,9.82,47.38,3.87,8.16,3.73,5.77,2.34,6.82,3.11
2607,146,38,0,0,0,38.09090909090909,8,3,0.8571428571428571,0.5,7.55,-1.54,6.01,50.75,11.68,10.31,5.69,6.27,2.94,8.13,4.28
2610,42,137,1,1,0,26.272727272727277,5,6,0.6666666666666666,0.2,-1.47,-5.88,-7.35,36.94,17.18,8.62,6.04,4.07,3.49,6.69,4.69
2611,137,42,0,0,0,18.363636363636363,2,9,0.2,0.1666666666666666,-12.92,-2.88,-15.8,26.54,18.47,7.24,7.14,4.03,4.39,5.43,5.57
2620,51,243,0,0,0,27.545454545454547,6,5,0.8333333333333334,0.2,2.92,6.1,9.02,44.78,3.32,8.53,4.76,6.42,2.82,7.3,3.8
2621,243,51,1,1,0,23.818181818181817,3,8,0.4,0.1666666666666666,0.22,-4.01,-3.78,40.84,15.45,9.47,5.23,4.57,3.42,6.73,4.31
2624,53,135,0,0,0,16.454545454545453,2,9,0.2,0.1666666666666666,-9.5,0.24,-9.26,31.73,9.93,6.51,6.4,4.69,2.47,5.54,4.31
2625,135,53,1,1,0,18.7,5,5,0.6666666666666666,0.25,-9.97,4.15,-5.82,29.27,9.08,7.53,6.31,5.12,2.61,5.82,4.47
2636,61,222,0,1,0,24.0,4,7,0.3333333333333333,0.4,-5.1,-1.91,-7.01,35.97,14.11,7.54,6.24,4.87,2.95,6.21,4.52
2637,222,61,1,0,0,27.818181818181817,10,1,0.8333333333333334,1.0,-1.07,5.06,3.99,37.79,5.46,9.27,5.41,5.06,2.46,6.8,4.0
2638,62,127,0,0,0,29.63636363636364,5,6,0.8,0.1666666666666666,4.21,-0.91,3.31,46.49,8.98,10.04,6.14,5.66,3.49,7.67,4.73
2639,127,62,1,1,0,32.81818181818182,9,2,0.8571428571428571,0.75,8.13,8.23,16.36,49.69,0.45,11.0,4.44,5.7,2.43,7.92,3.39
2642,66,139,0,1,0,31.0,8,3,0.8333333333333334,0.6,0.29,-0.83,-0.54,40.4,12.64,8.12,5.43,4.36,3.24,6.47,4.33
2643,139,66,1,0,0,26.0,4,7,0.4,0.3333333333333333,-2.6,-7.37,-9.97,38.07,22.56,8.57,7.51,5.97,4.13,7.09,5.61
2648,70,211,1,0,0,40.36363636363637,11,0,1.0,1.0,8.61,11.39,20.0,57.42,-2.04,11.31,3.61,6.6,2.4,8.78,3.11
2649,211,70,0,1,0,30.0,7,4,0.8333333333333334,0.4,3.89,6.81,10.69,49.81,3.79,9.77,4.97,6.93,2.18,8.15,3.55
2650,71,161,0,1,0,31.272727272727277,6,5,0.8333333333333334,0.2,0.99,-6.71,-5.71,41.84,19.44,8.14,6.61,5.21,3.58,6.87,5.05
2651,161,71,1,0,0,22.727272727272727,5,6,0.6,0.3333333333333333,-2.68,-1.69,-4.37,34.88,12.94,8.26,5.64,5.14,2.3,6.42,3.9
2652,72,99,0,0,0,25.90909090909091,6,5,0.5,0.6,-0.35,-2.89,-3.24,38.91,16.23,8.61,6.78,5.85,3.1,6.92,4.97
2653,99,72,1,1,0,46.81818181818182,8,3,1.0,0.4,16.27,-1.6,14.66,64.79,11.31,12.71,5.91,7.53,3.26,10.0,4.74
2654,73,205,1,1,0,31.90909090909091,6,5,0.6,0.5,6.43,-2.73,3.71,48.07,12.31,9.46,5.52,6.73,4.02,7.86,4.72
2655,205,73,0,0,0,24.63636363636364,5,6,0.6,0.3333333333333333,-7.34,4.4,-2.93,37.1,10.2,8.5,5.55,5.29,2.55,6.47,4.08
2658,77,258,0,0,0,20.916666666666668,4,8,0.5,0.1666666666666666,-4.87,-5.91,-10.79,33.77,20.17,8.01,6.78,3.74,3.56,6.26,4.97
2659,258,77,1,1,0,24.63636363636364,7,4,1.0,0.0,-1.87,3.05,1.18,37.81,8.83,8.39,4.76,5.33,3.2,6.5,4.09
2662,80,160,0,1,0,24.63636363636364,4,7,0.4285714285714285,0.25,-0.29,-2.24,-2.54,40.65,13.32,8.73,6.37,5.05,2.96,6.9,4.48
2663,160,80,1,0,0,29.272727272727277,8,3,0.8333333333333334,0.6,5.85,0.6,6.45,47.03,10.23,8.55,6.64,6.09,3.18,7.35,4.85
2668,84,89,0,0,0,22.818181818181817,5,6,0.5,0.4,3.82,-4.24,-0.42,43.24,13.9,9.62,5.47,5.47,2.62,7.53,4.03
2669,89,84,1,1,0,18.454545454545453,9,2,0.8571428571428571,0.75,-7.03,13.29,6.26,33.32,-2.0,6.71,3.49,4.88,1.76,5.6,2.69
2672,87,120,0,1,0,21.363636363636363,3,8,0.5,0.0,0.3,-2.78,-2.49,41.12,13.77,8.98,6.22,5.01,3.05,6.79,4.46
2673,120,87,1,0,0,17.363636363636363,4,7,0.5,0.2,-4.57,3.02,-1.54,36.16,12.08,8.55,6.25,4.47,2.91,6.45,4.46
2676,90,214,0,1,0,24.818181818181817,6,5,0.5,0.6,1.84,5.36,7.2,43.29,4.88,10.01,5.01,5.22,2.61,7.5,3.83
2677,214,90,1,0,0,33.09090909090909,10,1,1.0,0.8333333333333334,9.43,10.89,20.32,54.23,-1.29,10.51,4.94,6.21,1.64,8.18,3.57
2678,92,107,1,1,1,31.0,8,3,0.8333333333333334,0.6,-0.6,1.28,0.68,40.37,11.15,7.72,5.8,5.26,2.24,6.2,3.8
2679,107,92,0,0,0,25.916666666666668,3,9,0.3333333333333333,0.1666666666666666,-1.83,-9.46,-11.28,37.45,22.19,8.91,5.59,4.58,4.76,6.79,5.04
2680,94,95,0,1,0,32.18181818181818,7,4,0.7142857142857143,0.5,8.71,0.34,9.06,50.83,9.25,11.65,5.64,6.38,3.21,8.37,4.32
2681,95,94,1,0,0,38.09090909090909,8,3,1.0,0.4,9.06,6.56,15.63,55.33,3.48,9.07,4.59,6.33,3.45,7.49,4.12
2682,98,188,0,0,0,27.727272727272727,6,5,0.5714285714285714,0.5,5.01,0.34,5.35,47.33,9.9,9.47,5.48,6.39,2.12,7.9,3.83
2683,188,98,1,1,0,27.727272727272727,5,6,0.8333333333333334,0.0,1.36,0.98,2.33,44.03,7.75,10.17,5.42,4.29,2.44,7.3,3.85
2688,103,113,1,1,0,39.90909090909091,11,0,1.0,1.0,9.23,-0.05,9.18,49.89,13.51,11.02,5.73,6.75,3.28,8.2,4.65
2689,113,103,0,0,1,23.63636363636364,3,8,0.2,0.3333333333333333,-1.35,-11.22,-12.57,37.05,26.67,8.56,7.39,5.32,4.38,6.8,5.75
2692,106,221,0,0,0,30.454545454545453,5,6,0.6,0.3333333333333333,3.65,-6.14,-2.49,42.4,17.64,8.68,6.3,5.93,2.8,7.11,4.29
2693,221,106,1,1,0,29.181818181818183,9,2,0.8333333333333334,0.8,1.77,8.52,10.29,41.5,3.07,9.38,5.16,5.42,1.91,7.27,3.57
2694,108,119,1,0,0,33.18181818181818,10,1,1.0,0.8,3.33,7.09,10.42,47.13,2.77,10.06,5.33,5.95,1.78,7.71,3.59
2695,119,108,0,1,0,30.90909090909091,6,5,0.7142857142857143,0.25,4.64,3.33,7.97,48.16,6.75,9.52,5.48,6.36,2.07,7.87,3.82
2698,111,187,0,0,0,22.181818181818183,5,6,0.8,0.1666666666666666,-2.58,-3.32,-5.91,36.4,15.34,8.27,5.49,5.07,3.2,6.52,4.34
2699,187,111,1,1,0,29.727272727272727,6,5,0.6666666666666666,0.4,-1.2,2.77,1.57,43.89,9.88,9.04,6.27,5.89,2.27,7.33,4.06
2700,112,121,0,1,0,28.454545454545453,6,5,0.5714285714285714,0.5,7.03,2.71,9.74,48.52,7.87,9.64,5.01,5.19,2.37,7.6,3.69
2701,121,112,1,0,0,38.27272727272727,11,0,1.0,1.0,8.53,16.48,25.01,55.91,-6.16,11.0,4.11,6.15,1.83,8.03,2.98
2702,115,179,0,1,0,39.18181818181818,8,3,0.6666666666666666,0.8,11.2,-4.9,6.29,51.9,16.18,9.47,6.49,5.55,3.56,7.59,5.09
2703,179,115,1,0,0,40.27272727272727,9,2,1.0,0.6666666666666666,1.04,6.37,7.41,50.05,5.32,9.37,4.8,5.21,2.53,7.11,3.58
2704,122,234,1,1,0,24.63636363636364,4,7,0.6666666666666666,0.0,-3.45,-2.15,-5.6,36.75,15.97,8.91,5.18,4.59,3.37,6.81,4.33
